Cum GPA,TEAS Count,MaxOfTestScore,failing grade count,Time to Test (days),Completion Time (days),PrecEducDesc,Grade,GradePass,HighSchool,Assoc,Bach,Masters
4.0,1.0,82.7,0,56.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.21,1.0,72.3,1,93.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.74,1.0,79.3,0,111.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.69,1.0,69.3,0,58.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
2.86,4.0,79.3,1,75.52,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.19,1.0,74.0,0,96.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.34,1.0,80.0,0,137.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.67,1.0,76.7,0,79.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.68,2.0,69.3,0,151.0,474.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.66,1.0,89.3,0,80.35,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.79,2.0,65.3,0,48.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.34,2.0,69.3,0,52.32,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,72.0,0,84.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.83,1.0,90.0,0,67.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.76,1.0,68.0,1,55.0,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
2.95,1.0,77.3,0,91.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.55,2.0,67.3,0,156.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.86,1.0,69.3,0,95.0,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.34,1.0,75.3,0,136.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.67,1.0,76.0,0,65.0,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.19,1.0,83.3,0,102.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.62,1.0,71.3,0,27.0,600.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.19,1.0,83.3,0,60.33,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.43,1.0,82.7,0,101.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,2.0,85.3,0,95.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
4.0,1.0,95.3,0,67.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.91,1.0,70.0,0,104.08,481.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
3.62,1.0,84.7,0,38.56,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.24,1.0,66.0,0,91.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,78.7,0,37.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.24,1.0,70.7,0,44.0,600.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.07,1.0,67.3,0,173.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.91,1.0,89.3,0,88.0,474.0,Masters,Pass,1.0,0.0,0.0,0.0,1.0
2.84,1.0,78.7,0,83.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.6,1.0,70.0,0,75.0,600.0,Bachelors,Fail,0.0,0.0,0.0,1.0,0.0
3.12,1.0,78.7,0,88.0,481.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.69,1.0,75.3,0,91.0,474.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
2.9,1.0,79.3,0,137.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.38,1.0,77.3,0,101.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.53,1.0,66.0,0,76.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,3.0,68.0,0,80.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.16,1.0,76.0,0,72.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.53,1.0,70.7,0,114.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.33,1.0,76.7,0,98.53,600.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.29,1.0,78.7,0,152.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.69,1.0,74.7,0,96.0,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.3,1.0,78.7,0,82.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,78.0,0,118.0,474.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.61,1.0,80.0,0,82.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.02,2.0,70.7,0,101.33,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.22,2.0,79.3,0,89.0,474.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.48,1.0,83.3,0,46.0,600.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.95,1.0,80.7,0,95.0,481.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
4.0,1.0,88.0,0,37.0,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.95,1.0,73.3,0,75.0,481.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.18,1.0,68.7,0,88.33,481.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.92,1.0,90.7,0,63.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.12,1.0,78.7,0,62.0,600.0,High School/GED/Some College,Fail,0.0,1.0,0.0,0.0,0.0
3.28,1.0,86.0,0,84.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
2.93,1.0,88.7,0,48.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.4,1.0,58.0,0,37.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.26,1.0,71.3,0,80.0,474.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,2.0,74.0,0,88.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.28,2.0,75.3,0,88.54,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.25,2.0,70.0,0,53.0,481.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
2.85,1.0,77.3,0,82.0,600.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
2.97,2.0,74.7,0,79.0,481.0,Associates,Fail,0.0,0.0,1.0,0.0,0.0
3.1,3.0,76.7,0,79.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.25,1.0,83.3,0,76.0,481.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.19,1.0,77.3,0,42.46,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.52,1.0,72.0,0,82.0,481.0,Associates,Pass,1.0,0.0,1.0,0.0,0.0
3.54,2.0,70.7,0,97.0,481.0,High School/GED/Some College,Pass,1.0,1.0,0.0,0.0,0.0
3.95,1.0,86.0,0,101.53,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.64,1.0,77.3,0,27.0,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.43,1.0,78.0,0,80.0,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.43,1.0,88.0,0,72.0,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
3.78,1.0,80.7,0,28.0,481.0,Bachelors,Pass,1.0,0.0,0.0,1.0,0.0
