ID,Cum GPA,TEAS Count,MaxOfTestScore,PrecEducDesc,failing grade count,DateStart,GradDate,Test Delivery Date,Time to Test (days),Completion Time (days),Grade,Qtr,Year
223,2.78,6,68,High School/GED/Some College,0,9/10/2018,4/25/2020,8/15/2020,112.00,593.00,Pass,2020-3,2020
224,3.12,1,83.3,High School/GED/Some College,1,8/31/2015,4/21/2017,7/12/2017,82.56,599.00,Pass,2017-3,2017
225,3.26,3,71.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/22/2017,62.58,466.00,Pass,2017-2,2017
226,3.26,1,76,High School/GED/Some College,0,8/31/2015,12/16/2016,2/17/2017,63.32,473.00,Pass,2017-1,2017
227,3.22,2,77.3,High School/GED/Some College,0,5/16/2016,12/15/2017,3/10/2018,85.34,578.00,Pass,2018-1,2018
228,2.79,2,67.3,High School/GED/Some College,0,9/6/2016,8/24/2018,11/14/2018,82.00,717.00,Pass,2018-4,2018
229,3.44,3,71.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/17/2019,59.53,466.00,Fail,2019-2,2019
230,3.03,2,68,High School/GED/Some College,1,9/6/2016,4/20/2018,8/4/2018,106.33,591.00,Fail,2018-3,2018
231,3.26,1,69.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/5/2017,45.33,466.00,Fail,2017-2,2017
232,3.1,2,68,High School/GED/Some College,0,1/11/2016,8/25/2017,11/22/2017,89.34,592.00,Pass,2017-4,2017
233,2.93,2,75.3,High School/GED/Some College,0,5/15/2017,4/19/2019,6/27/2019,69.00,704.00,Fail,2019-2,2019
234,2.88,1,74.7,High School/GED/Some College,1,5/18/2015,12/16/2016,4/22/2017,127.55,578.00,Pass,2017-2,2017
235,3.45,2,70,Bachelors,0,5/18/2015,12/16/2016,2/16/2017,62.57,578.00,Pass,2017-1,2017
236,3.5,1,86,High School/GED/Some College,0,5/16/2016,8/25/2017,10/14/2017,50.57,466.00,Pass,2017-4,2017
237,2.93,1,78,High School/GED/Some College,0,8/31/2015,12/16/2016,2/17/2017,63.56,473.00,Pass,2017-1,2017
238,2.98,1,70.7,Bachelors,1,5/18/2015,4/21/2017,8/3/2017,104.34,704.00,Fail,2017-3,2017
239,3.81,1,86,High School/GED/Some College,0,5/18/2015,12/16/2016,2/2/2017,48.32,578.00,Pass,2017-1,2017
240,3.31,2,75.3,High School/GED/Some College,0,5/18/2015,12/16/2016,3/24/2017,98.45,578.00,Pass,2017-1,2017
241,3.08,4,78.7,High School/GED/Some College,0,8/31/2015,12/16/2016,3/8/2017,82.32,473.00,Pass,2017-1,2017
242,2.59,2,67.3,High School/GED/Some College,2,8/31/2015,12/16/2016,6/5/2017,171.34,473.00,Pass,2017-2,2017
243,3.21,3,78,High School/GED/Some College,1,8/31/2015,4/21/2017,8/15/2017,116.55,599.00,Pass,2017-3,2017
244,2.62,,,High School/GED/Some College,0,8/31/2015,4/21/2017,8/25/2017,126.45,599.00,Pass,2017-3,2017
245,3.25,1,73.3,Bachelors,0,8/31/2015,4/21/2017,5/19/2017,28.34,599.00,Pass,2017-2,2017
246,3.59,2,68.7,High School/GED/Some College,0,8/31/2015,4/21/2017,8/22/2017,123.44,599.00,Pass,2017-3,2017
247,2.98,1,68.7,High School/GED/Some College,0,1/9/2017,8/24/2018,12/3/2018,101.57,592.00,Pass,2018-4,2018
248,2.97,1,76.7,High School/GED/Some College,0,1/9/2017,8/24/2018,12/1/2018,99.00,592.00,Pass,2018-4,2018
249,3.91,1,93.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.49,465.00,Pass,2018-1,2018
250,2.66,1,80,Bachelors,0,8/31/2015,12/16/2016,5/6/2017,141.32,473.00,Pass,2017-2,2017
251,2.41,1,76.7,High School/GED/Some College,1,9/5/2017,8/17/2019,1/2/2020,138.00,711.00,Fail,2020-1,2020
252,3.61,1,73.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/9/2019,81.00,466.00,Pass,2019-3,2019
253,3.03,3,66,High School/GED/Some College,1,1/9/2017,8/24/2018,5/27/2020,642.50,592.00,Fail,2020-2,2020
254,3.43,1,80.7,High School/GED/Some College,0,8/31/2015,4/21/2017,7/20/2017,90.34,599.00,Pass,2017-3,2017
255,3.1,1,68,High School/GED/Some College,0,8/31/2015,4/21/2017,9/1/2017,133.50,599.00,Fail,2017-3,2017
256,3.24,1,74,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.34,466.00,Pass,2018-2,2018
257,2.69,2,66,High School/GED/Some College,1,5/14/2018,12/21/2019,5/28/2020,159.00,586.00,Pass,2020-2,2020
258,3.2,,,High School/GED/Some College,1,5/18/2015,12/16/2016,1/28/2017,43.40,578.00,Pass,2017-1,2017
259,2.83,1,78,Bachelors,0,8/31/2015,12/16/2016,6/9/2017,175.52,473.00,Pass,2017-2,2017
260,3.45,1,84,Bachelors,0,1/11/2016,8/25/2017,11/15/2017,82.51,592.00,Pass,2017-4,2017
261,3.34,1,68.7,Bachelors,0,8/31/2015,4/21/2017,5/24/2017,33.33,599.00,Pass,2017-2,2017
262,2.95,2,68.7,Associates,0,5/18/2015,12/16/2016,2/9/2017,55.34,578.00,Fail,2017-1,2017
263,3.02,1,78,Bachelors,0,8/31/2015,12/16/2016,2/21/2017,67.57,473.00,Pass,2017-1,2017
264,2.59,2,64.7,Bachelors,0,8/31/2015,12/16/2016,3/29/2017,103.33,473.00,Fail,2017-1,2017
265,3.27,1,73.3,Bachelors,0,8/31/2015,12/16/2016,2/8/2017,54.33,473.00,Pass,2017-1,2017
266,2.68,4,70,High School/GED/Some College,1,8/31/2015,12/15/2017,12/20/2018,370.00,837.00,Fail,2018-4,2018
267,2.88,3,82,High School/GED/Some College,0,1/9/2017,4/20/2018,7/23/2018,94.00,466.00,Fail,2018-3,2018
268,3.32,1,78.7,High School/GED/Some College,0,5/16/2016,12/15/2017,1/22/2019,403.34,578.00,Pass,2019-1,2019
269,3.36,,,High School/GED/Some College,0,1/11/2016,8/25/2017,11/15/2017,82.49,592.00,Pass,2017-4,2017
270,3.44,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/27/2018,74.37,465.00,Pass,2018-1,2018
271,2.76,1,68.7,Bachelors,0,1/11/2016,4/21/2017,6/27/2017,67.59,466.00,Pass,2017-2,2017
272,3.66,,,High School/GED/Some College,0,9/6/2016,12/15/2017,2/12/2018,59.57,465.00,Pass,2018-1,2018
273,2.92,1,78.7,High School/GED/Some College,1,5/18/2015,12/16/2016,1/23/2018,403.51,578.00,Fail,2018-1,2018
274,3.02,1,68.7,High School/GED/Some College,0,8/31/2015,4/21/2017,6/12/2017,52.32,599.00,Pass,2017-2,2017
275,2.72,1,69.3,High School/GED/Some College,1,5/18/2015,12/16/2016,3/26/2018,465.48,578.00,Fail,2018-1,2018
276,3.1,1,69.3,High School/GED/Some College,0,5/14/2018,8/17/2019,12/12/2019,117.00,460.00,Fail,2019-4,2019
277,3.19,1,70,High School/GED/Some College,0,1/11/2016,4/21/2017,6/14/2017,54.57,466.00,Pass,2017-2,2017
278,2.95,1,80.7,High School/GED/Some College,1,5/18/2015,12/16/2016,4/19/2017,124.50,578.00,Pass,2017-2,2017
279,2.97,1,82.7,Bachelors,0,8/31/2015,12/16/2016,1/25/2017,40.31,473.00,Pass,2017-1,2017
280,3.16,1,87.3,Bachelors,0,8/31/2015,12/16/2016,1/31/2017,46.33,473.00,Pass,2017-1,2017
281,3.39,1,89.3,Bachelors,0,8/31/2015,12/16/2016,3/9/2017,83.53,473.00,Pass,2017-1,2017
282,3,2,68.7,High School/GED/Some College,0,8/31/2015,4/21/2017,6/9/2017,49.56,599.00,Fail,2017-2,2017
283,2.7,2,77.1,High School/GED/Some College,0,8/31/2015,12/16/2016,5/18/2017,153.33,473.00,Pass,2017-2,2017
284,2.91,2,75.3,High School/GED/Some College,0,9/6/2016,12/15/2017,3/6/2018,81.42,465.00,Pass,2018-1,2018
285,3,2,77.3,Bachelors,0,8/31/2015,4/21/2017,6/5/2017,45.32,599.00,Pass,2017-2,2017
286,3.12,1,79.3,High School/GED/Some College,0,8/31/2015,12/16/2016,2/14/2017,60.59,473.00,Pass,2017-1,2017
287,2.9,,,Bachelors,0,1/11/2016,4/21/2017,6/30/2017,70.35,466.00,Pass,2017-2,2017
288,3.91,,,Bachelors,0,1/9/2017,8/24/2018,10/11/2018,48.00,592.00,Pass,2018-4,2018
289,2.79,1,78.7,High School/GED/Some College,0,5/16/2016,8/25/2017,12/28/2017,125.41,466.00,Fail,2017-4,2017
290,3.66,1,92.7,Bachelors,0,1/11/2016,4/21/2017,5/23/2017,32.52,466.00,Pass,2017-2,2017
291,3.34,2,78,High School/GED/Some College,0,8/31/2015,12/16/2016,1/27/2017,42.33,473.00,Pass,2017-1,2017
292,2.86,1,72.7,High School/GED/Some College,0,8/31/2015,12/16/2016,3/23/2017,97.35,473.00,Pass,2017-1,2017
293,2.65,1,72,High School/GED/Some College,1,5/18/2015,12/16/2016,8/12/2017,239.45,578.00,Fail,2017-3,2017
294,2.72,1,82,High School/GED/Some College,0,8/31/2015,12/16/2016,4/11/2017,116.53,473.00,Pass,2017-2,2017
295,2.81,,,Bachelors,0,8/31/2015,4/21/2017,6/5/2017,45.56,599.00,Pass,2017-2,2017
296,3.02,1,68.7,High School/GED/Some College,0,8/31/2015,8/25/2017,11/1/2017,68.51,725.00,Pass,2017-4,2017
297,3.4,,,High School/GED/Some College,0,8/31/2015,12/16/2016,2/7/2017,53.33,473.00,Pass,2017-1,2017
298,2.4,1,79.3,High School/GED/Some College,0,8/31/2015,12/16/2016,2/9/2017,55.34,473.00,Pass,2017-1,2017
299,3.78,1,75.3,High School/GED/Some College,0,8/31/2015,4/21/2017,3/20/2018,333.35,599.00,Pass,2018-1,2018
300,2.59,1,79.3,High School/GED/Some College,0,8/31/2015,12/16/2016,2/17/2017,63.55,473.00,Fail,2017-1,2017
301,2.97,2,68,High School/GED/Some College,0,9/6/2016,8/24/2018,8/12/2019,353.00,717.00,Pass,2019-3,2019
302,2.81,1,70.7,High School/GED/Some College,0,8/31/2015,12/16/2016,2/7/2017,53.33,473.00,Pass,2017-1,2017
303,2.95,1,78.7,High School/GED/Some College,0,8/31/2015,12/16/2016,3/2/2017,76.34,473.00,Pass,2017-1,2017
304,3.29,1,84.7,High School/GED/Some College,0,1/11/2016,4/21/2017,7/10/2017,80.34,466.00,Pass,2017-3,2017
305,2.72,1,74,High School/GED/Some College,0,8/31/2015,12/16/2016,11/9/2017,328.35,473.00,Pass,2017-4,2017
306,3.46,1,78,Bachelors,0,8/31/2015,12/16/2016,1/31/2017,46.33,473.00,Pass,2017-1,2017
307,2.91,,,High School/GED/Some College,0,5/15/2017,12/21/2018,3/19/2019,88.44,585.00,Pass,2019-1,2019
308,3.47,1,84,Bachelors,0,8/31/2015,12/16/2016,2/2/2017,48.58,473.00,Pass,2017-1,2017
309,3.19,1,92.7,Bachelors,0,8/31/2015,12/16/2016,5/3/2017,138.32,473.00,Pass,2017-2,2017
310,2.97,1,84,Bachelors,0,8/31/2015,12/16/2016,9/14/2017,272.34,473.00,Pass,2017-3,2017
311,3.78,1,89.3,Bachelors,0,8/31/2015,12/16/2016,11/10/2017,329.34,473.00,Pass,2017-4,2017
312,3.34,1,70,High School/GED/Some College,0,8/31/2015,12/16/2016,2/23/2017,69.34,473.00,Pass,2017-1,2017
313,3.21,3,67.3,High School/GED/Some College,0,8/31/2015,12/16/2016,2/3/2017,49.45,473.00,Pass,2017-1,2017
314,2.68,1,69.3,High School/GED/Some College,0,8/31/2015,4/21/2017,10/17/2017,179.59,599.00,Pass,2017-4,2017
315,3.52,1,70,High School/GED/Some College,0,8/31/2015,12/16/2016,2/17/2017,63.40,473.00,Pass,2017-1,2017
316,3.03,1,89.3,Bachelors,0,8/31/2015,12/16/2016,2/8/2017,54.34,473.00,Pass,2017-1,2017
317,3.09,2,64,High School/GED/Some College,1,1/11/2016,12/15/2017,3/13/2018,88.57,704.00,Fail,2018-1,2018
318,3.38,1,80,High School/GED/Some College,0,1/11/2016,8/25/2017,11/10/2017,77.33,592.00,Pass,2017-4,2017
319,2.75,1,66,High School/GED/Some College,1,1/11/2016,12/15/2017,9/12/2018,271.00,704.00,Pass,2018-3,2018
320,2.76,1,69.3,High School/GED/Some College,1,1/11/2016,8/25/2017,12/19/2017,116.56,592.00,Pass,2017-4,2017
321,3.95,,,High School/GED/Some College,0,1/11/2016,8/25/2017,10/24/2017,60.33,592.00,Pass,2017-4,2017
322,2.66,1,68.7,Bachelors,0,8/31/2015,12/16/2016,3/1/2017,75.34,473.00,Pass,2017-1,2017
323,2.88,1,75.3,Bachelors,0,8/31/2015,12/16/2016,2/28/2017,74.33,473.00,Pass,2017-1,2017
324,2.88,1,68.7,High School/GED/Some College,0,8/31/2015,4/21/2017,8/15/2017,116.34,599.00,Pass,2017-3,2017
325,3.1,1,70,Associates,0,1/11/2016,4/21/2017,6/9/2017,49.34,466.00,Pass,2017-2,2017
326,3.02,1,80,High School/GED/Some College,0,1/9/2017,4/20/2018,10/26/2018,189.00,466.00,Fail,2018-4,2018
327,3.66,,,High School/GED/Some College,0,8/31/2015,4/21/2017,6/5/2017,45.59,599.00,Pass,2017-2,2017
328,3.36,1,76.7,Bachelors,0,8/31/2015,12/16/2016,2/10/2017,56.45,473.00,Pass,2017-1,2017
329,2.76,3,90,High School/GED/Some College,2,1/9/2017,12/21/2018,10/3/2019,286.32,711.00,Fail,2019-4,2019
330,3.21,1,68.7,Bachelors,0,1/11/2016,4/21/2017,8/31/2017,132.34,466.00,Fail,2017-3,2017
331,2.9,1,75.3,High School/GED/Some College,0,1/11/2016,4/21/2017,7/17/2017,87.33,466.00,Pass,2017-3,2017
332,3.12,1,90.7,Bachelors,0,1/11/2016,4/21/2017,8/11/2017,112.39,466.00,Pass,2017-3,2017
333,3.52,1,76.7,High School/GED/Some College,0,1/11/2016,4/21/2017,6/19/2017,59.31,466.00,Pass,2017-2,2017
334,3.26,,,Bachelors,0,8/31/2015,12/16/2016,2/16/2017,62.57,473.00,Pass,2017-1,2017
335,2.8,1,70.7,High School/GED/Some College,0,1/11/2016,12/15/2017,11/14/2018,334.44,704.00,Pass,2018-4,2018
336,2.86,,,High School/GED/Some College,0,8/31/2015,12/16/2016,1/25/2017,40.32,473.00,Pass,2017-1,2017
337,2.6,1,74,High School/GED/Some College,0,8/31/2015,4/21/2017,3/19/2018,332.54,599.00,Pass,2018-1,2018
338,2.97,1,76.7,High School/GED/Some College,1,8/31/2015,4/21/2017,5/2/2019,741.00,599.00,Fail,2019-2,2019
339,3.95,1,87.3,Bachelors,0,8/31/2015,4/21/2017,5/17/2017,26.51,599.00,Pass,2017-2,2017
340,2.64,1,73.3,High School/GED/Some College,0,8/31/2015,4/21/2017,11/27/2017,220.33,599.00,Fail,2017-4,2017
341,2.79,3,68,High School/GED/Some College,1,1/11/2016,8/25/2017,4/16/2018,234.34,592.00,Fail,2018-2,2018
342,3,1,76.7,Bachelors,1,1/11/2016,12/15/2017,4/30/2018,136.58,704.00,Pass,2018-2,2018
343,2.48,1,74,High School/GED/Some College,0,8/31/2015,12/16/2016,5/16/2017,151.35,473.00,Fail,2017-2,2017
344,2.86,1,80.7,High School/GED/Some College,0,8/31/2015,12/16/2016,1/27/2017,42.34,473.00,Pass,2017-1,2017
345,3.29,1,88,Bachelors,0,1/11/2016,4/21/2017,6/6/2017,46.33,466.00,Pass,2017-2,2017
346,2.97,1,75.3,High School/GED/Some College,0,8/31/2015,12/16/2016,3/14/2017,88.33,473.00,Pass,2017-1,2017
347,2.97,1,81.3,Bachelors,0,8/31/2015,12/16/2016,2/14/2017,60.58,473.00,Pass,2017-1,2017
348,2.97,1,84.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/7/2018,82.33,465.00,Pass,2018-1,2018
349,3.14,2,74,High School/GED/Some College,0,5/16/2016,8/25/2017,11/15/2017,82.56,466.00,Pass,2017-4,2017
350,3.22,1,86.7,High School/GED/Some College,0,1/11/2016,4/21/2017,6/2/2017,42.45,466.00,Pass,2017-2,2017
351,3.02,1,70.7,Masters,0,1/11/2016,4/21/2017,7/21/2017,91.58,466.00,Pass,2017-3,2017
352,3.71,1,84,High School/GED/Some College,0,1/11/2016,4/21/2017,6/6/2017,46.60,466.00,Pass,2017-2,2017
353,3.02,3,74,High School/GED/Some College,0,1/11/2016,8/25/2017,10/25/2017,61.56,592.00,Pass,2017-4,2017
354,3.47,1,74.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/18/2019,60.33,591.00,Pass,2019-2,2019
355,3.83,1,83.3,Bachelors,0,8/31/2015,12/16/2016,2/2/2017,48.32,473.00,Pass,2017-1,2017
356,2.93,3,66,High School/GED/Some College,0,9/6/2016,4/20/2018,7/9/2018,80.00,591.00,Pass,2018-3,2018
357,3.95,1,74.7,High School/GED/Some College,0,1/11/2016,8/25/2017,10/24/2017,60.33,592.00,Pass,2017-4,2017
358,3.6,1,79.3,High School/GED/Some College,0,1/11/2016,8/25/2017,11/21/2017,88.48,592.00,Pass,2017-4,2017
359,3.02,1,86.7,High School/GED/Some College,2,1/11/2016,12/15/2017,4/27/2018,133.32,704.00,Fail,2018-2,2018
360,3.22,1,69.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/1/2017,41.50,466.00,Pass,2017-2,2017
361,2.78,2,74.7,High School/GED/Some College,0,8/31/2015,12/16/2016,2/14/2017,60.32,473.00,Pass,2017-1,2017
362,3.29,2,77.3,High School/GED/Some College,0,1/9/2017,8/24/2018,8/9/2019,350.00,592.00,Fail,2019-3,2019
363,3.08,1,75.3,High School/GED/Some College,0,1/11/2016,4/21/2017,2/12/2018,297.34,466.00,Fail,2018-1,2018
364,3.36,1,78,High School/GED/Some College,0,1/11/2016,8/25/2017,11/9/2017,76.56,592.00,Pass,2017-4,2017
365,2.59,2,74,High School/GED/Some College,1,1/11/2016,8/25/2017,4/9/2018,227.58,592.00,Pass,2018-2,2018
366,2.75,,,High School/GED/Some College,1,5/16/2016,4/20/2018,11/16/2018,210.45,704.00,Pass,2018-4,2018
367,3,1,74,High School/GED/Some College,0,1/11/2016,4/21/2017,6/14/2017,54.35,466.00,Pass,2017-2,2017
368,3.21,1,70,High School/GED/Some College,0,1/11/2016,4/21/2017,7/17/2017,87.31,466.00,Pass,2017-3,2017
369,3.31,2,72,High School/GED/Some College,0,5/14/2018,12/21/2019,3/10/2020,80.00,586.00,Pass,2020-1,2020
370,3.12,1,70,High School/GED/Some College,0,1/11/2016,4/21/2017,8/3/2017,104.32,466.00,Pass,2017-3,2017
371,3,1,84,High School/GED/Some College,1,1/9/2017,8/24/2018,11/28/2018,96.00,592.00,Pass,2018-4,2018
372,3.57,1,72,High School/GED/Some College,0,5/16/2016,8/25/2017,10/25/2017,61.48,466.00,Pass,2017-4,2017
373,2.86,2,66.7,High School/GED/Some College,0,1/9/2017,8/24/2018,7/15/2019,325.00,592.00,Fail,2019-3,2019
374,3.12,1,78,High School/GED/Some College,0,1/11/2016,8/25/2017,11/20/2017,87.33,592.00,Pass,2017-4,2017
375,2.62,2,73.3,High School/GED/Some College,1,1/9/2017,8/24/2018,12/10/2018,108.00,592.00,Fail,2018-4,2018
376,3.24,2,66.7,High School/GED/Some College,0,9/6/2016,12/15/2017,5/29/2018,165.35,465.00,Pass,2018-2,2018
377,4,1,69.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/2/2017,42.34,466.00,Pass,2017-2,2017
378,3.14,1,80.7,High School/GED/Some College,0,1/11/2016,4/21/2017,7/12/2017,82.57,466.00,Pass,2017-3,2017
379,3.78,1,90,Bachelors,0,1/11/2016,4/21/2017,7/10/2017,80.57,466.00,Pass,2017-3,2017
380,3,1,72,High School/GED/Some College,0,1/11/2016,4/21/2017,6/28/2017,68.32,466.00,Pass,2017-2,2017
381,3.5,1,88,High School/GED/Some College,0,5/16/2016,12/15/2017,2/2/2018,49.58,578.00,Pass,2018-1,2018
382,3.4,1,79.3,High School/GED/Some College,0,1/11/2016,4/21/2017,6/2/2017,42.31,466.00,Pass,2017-2,2017
383,3.19,1,72.7,High School/GED/Some College,0,1/11/2016,8/25/2017,12/19/2017,116.53,592.00,Pass,2017-4,2017
384,3.55,2,71.3,High School/GED/Some College,0,9/6/2016,4/20/2018,7/3/2018,74.00,591.00,Pass,2018-3,2018
385,2.79,1,80.7,Bachelors,0,1/11/2016,4/21/2017,8/25/2017,126.54,466.00,Fail,2017-3,2017
386,2.72,1,68,High School/GED/Some College,1,9/6/2016,4/20/2018,12/6/2018,230.32,591.00,Fail,2018-4,2018
387,3.21,1,69.3,Bachelors,0,1/11/2016,4/21/2017,6/21/2017,61.34,466.00,Pass,2017-2,2017
388,2.86,1,73.3,High School/GED/Some College,0,1/11/2016,12/15/2017,2/5/2019,417.08,704.00,Pass,2019-1,2019
389,3.09,,,Bachelors,0,9/6/2016,12/15/2017,3/27/2018,102.34,465.00,Pass,2018-1,2018
390,2.95,2,68,High School/GED/Some College,0,1/9/2017,4/20/2018,6/11/2018,52.32,466.00,Fail,2018-2,2018
391,3.43,1,80.7,High School/GED/Some College,0,1/11/2016,4/21/2017,5/24/2017,33.32,466.00,Pass,2017-2,2017
392,3.03,1,80.7,Masters,0,1/11/2016,4/21/2017,6/14/2017,54.58,466.00,Fail,2017-2,2017
393,3.6,2,75.3,High School/GED/Some College,0,9/6/2016,4/20/2018,6/30/2018,71.65,591.00,Pass,2018-2,2018
394,3.16,1,82.7,High School/GED/Some College,0,1/11/2016,4/21/2017,6/1/2017,41.34,466.00,Pass,2017-2,2017
395,2.83,,,High School/GED/Some College,0,1/11/2016,4/21/2017,10/25/2017,187.58,466.00,Pass,2017-4,2017
396,3.15,3,90,High School/GED/Some College,0,5/16/2016,12/15/2017,4/11/2018,117.49,578.00,Pass,2018-2,2018
397,2.78,1,78,High School/GED/Some College,0,1/11/2016,4/21/2017,10/24/2017,186.58,466.00,Pass,2017-4,2017
398,2.9,2,86,High School/GED/Some College,2,5/14/2018,8/29/2020,12/16/2020,109.51,838.00,Fail,2020-4,2020
399,3.78,1,86.7,High School/GED/Some College,0,1/11/2016,4/21/2017,6/9/2017,49.59,466.00,Pass,2017-2,2017
400,3.43,1,74,High School/GED/Some College,0,1/11/2016,4/21/2017,5/30/2017,39.56,466.00,Pass,2017-2,2017
401,2.93,2,72,High School/GED/Some College,0,9/6/2016,12/15/2017,5/14/2018,150.35,465.00,Fail,2018-2,2018
402,3.07,1,72,High School/GED/Some College,0,9/6/2016,12/15/2017,6/15/2018,182.55,465.00,Pass,2018-2,2018
403,3.22,1,74,High School/GED/Some College,0,1/11/2016,4/21/2017,6/6/2017,46.34,466.00,Pass,2017-2,2017
404,3.69,1,85.3,High School/GED/Some College,0,5/16/2016,8/25/2017,10/12/2017,48.56,466.00,Pass,2017-4,2017
405,2.41,4,70,High School/GED/Some College,1,5/15/2017,4/19/2019,12/12/2019,237.52,704.00,Fail,2019-4,2019
406,2.78,2,65.3,High School/GED/Some College,2,1/11/2016,12/15/2017,4/18/2018,124.60,704.00,Fail,2018-2,2018
407,3.05,1,80,High School/GED/Some College,0,1/11/2016,8/25/2017,10/20/2017,56.57,592.00,Pass,2017-4,2017
408,3.09,1,78,Bachelors,0,1/11/2016,4/21/2017,6/9/2017,49.33,466.00,Fail,2017-2,2017
409,2.66,2,67.3,High School/GED/Some College,0,5/15/2017,8/24/2018,12/23/2019,486.00,466.00,Fail,2019-4,2019
410,2.86,1,68,High School/GED/Some College,1,1/11/2016,12/15/2017,6/20/2018,187.35,704.00,Fail,2018-2,2018
411,2.86,1,87.3,High School/GED/Some College,1,1/11/2016,8/25/2017,5/31/2018,279.51,592.00,Pass,2018-2,2018
412,3.55,2,70.7,High School/GED/Some College,0,1/11/2016,4/21/2017,6/21/2017,61.58,466.00,Pass,2017-2,2017
413,3.21,1,80.7,Bachelors,0,1/11/2016,4/21/2017,5/30/2017,39.58,466.00,Pass,2017-2,2017
414,3.22,1,74.7,High School/GED/Some College,0,9/6/2016,12/15/2017,3/6/2018,81.51,465.00,Pass,2018-1,2018
415,3.03,1,68,High School/GED/Some College,0,9/6/2016,12/15/2017,3/3/2018,78.49,465.00,Pass,2018-1,2018
416,2.79,3,74.7,High School/GED/Some College,2,1/9/2017,8/24/2018,11/6/2020,805.00,592.00,Pass,2020-4,2020
417,2.74,,,Bachelors,0,1/11/2016,4/21/2017,10/26/2018,553.33,466.00,Fail,2018-4,2018
418,3.45,1,76,High School/GED/Some College,1,1/11/2016,12/15/2017,2/28/2018,75.59,704.00,Pass,2018-1,2018
419,3.33,1,71.3,High School/GED/Some College,0,5/16/2016,8/25/2017,12/12/2017,109.33,466.00,Pass,2017-4,2017
420,2.59,1,77.3,High School/GED/Some College,1,1/11/2016,8/25/2017,10/2/2018,403.00,592.00,Fail,2018-4,2018
421,3.36,1,80.7,High School/GED/Some College,0,5/16/2016,12/15/2017,2/14/2018,61.56,578.00,Pass,2018-1,2018
422,2.64,5,68,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.07,472.00,Fail,2019-1,2019
423,3.16,1,69.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.07,472.00,Fail,2019-1,2019
424,2.78,2,69.3,High School/GED/Some College,0,1/11/2016,4/21/2017,7/18/2017,88.32,466.00,Fail,2017-3,2017
425,2.84,1,70,High School/GED/Some College,0,5/16/2016,12/15/2017,3/12/2018,87.35,578.00,Fail,2018-1,2018
426,3.02,,,High School/GED/Some College,0,9/5/2017,4/19/2019,7/26/2019,98.00,591.00,Pass,2019-3,2019
427,3.31,1,79.3,High School/GED/Some College,0,5/16/2016,8/25/2017,10/3/2017,39.33,466.00,Pass,2017-4,2017
428,2.76,2,68,High School/GED/Some College,1,1/9/2017,8/24/2018,8/27/2019,368.00,592.00,Fail,2019-3,2019
429,3.64,1,79.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/6/2018,53.34,465.00,Pass,2018-1,2018
430,2.95,2,70,High School/GED/Some College,1,9/6/2016,4/20/2018,7/2/2018,73.34,591.00,Pass,2018-3,2018
431,3.22,1,76.7,High School/GED/Some College,0,5/15/2017,8/24/2018,10/16/2018,53.00,466.00,Pass,2018-4,2018
432,3.88,1,93.3,High School/GED/Some College,0,1/9/2017,4/20/2018,7/10/2018,81.00,466.00,Pass,2018-3,2018
433,3.58,1,84.7,High School/GED/Some College,0,5/16/2016,8/25/2017,1/16/2018,144.34,466.00,Pass,2018-1,2018
434,2.71,1,68.7,High School/GED/Some College,0,1/9/2017,8/24/2018,11/29/2018,97.33,592.00,Fail,2018-4,2018
435,3.43,1,78.7,High School/GED/Some College,0,9/6/2016,12/15/2017,2/10/2018,57.56,465.00,Pass,2018-1,2018
436,3.43,2,66.7,High School/GED/Some College,0,5/16/2016,12/15/2017,3/26/2018,101.51,578.00,Pass,2018-1,2018
437,3.83,1,79.3,High School/GED/Some College,0,9/6/2016,12/15/2017,2/2/2018,49.32,465.00,Pass,2018-1,2018
438,2.79,2,70,High School/GED/Some College,0,9/6/2016,4/20/2018,7/17/2018,88.00,591.00,Pass,2018-3,2018
439,3.19,1,84,High School/GED/Some College,0,1/9/2017,4/20/2018,6/8/2018,49.33,466.00,Fail,2018-2,2018
440,2.76,2,66.7,High School/GED/Some College,0,9/6/2016,12/15/2017,6/8/2018,175.33,465.00,Pass,2018-2,2018
441,3.1,2,72,High School/GED/Some College,0,1/9/2017,4/20/2018,6/14/2018,55.33,466.00,Pass,2018-2,2018
442,3.15,2,76,High School/GED/Some College,1,5/16/2016,8/24/2018,11/13/2018,81.00,830.00,Fail,2018-4,2018
